country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2025-11-18 17:00:00,25.42742023,86.13886079,0,60.0,86.0,75.0
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2025-11-18 17:00:00,25.265194,87.012947,4,31.0,134.0,98.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2025-11-18 17:00:00,24.762518,84.982348,0,22.0,44.0,34.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2025-11-18 17:00:00,24.7955,84.9994,5,22.0,44.0,34.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2025-11-18 17:00:00,30.719859,76.738637,1,4.0,6.0,5.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2025-11-18 17:00:00,30.719859,76.738637,0,8.0,130.0,43.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2025-11-18 17:00:00,21.194815,81.31477,5,46.0,69.0,56.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2025-11-18 17:00:00,21.194815,81.31477,6,6.0,75.0,27.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2025-11-18 17:00:00,21.194815,81.31477,3,4.0,87.0,64.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2025-11-18 17:00:00,21.185571,81.343175,5,62.0,212.0,110.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2025-11-18 17:00:00,21.185571,81.343175,4,49.0,152.0,95.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2025-11-18 17:00:00,21.185571,81.343175,3,8.0,13.0,12.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",2025-11-18 17:00:00,21.224231,81.40835,4,66.0,112.0,92.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-11-18 17:00:00,25.892357,86.590325,0,27.0,40.0,32.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-18 17:00:00,25.859655,85.77944,4,26.0,108.0,66.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-18 17:00:00,25.859655,85.77944,6,26.0,30.0,28.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-18 17:00:00,25.859655,85.77944,0,26.0,30.0,28.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-11-18 17:00:00,24.952822,84.002396,2,2.0,3.0,2.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-11-18 17:00:00,24.952822,84.002396,6,1.0,8.0,4.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-11-18 17:00:00,24.952822,84.002396,3,12.0,17.0,17.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2025-11-18 17:00:00,26.2271665,84.3570427,5,23.0,210.0,86.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-11-18 17:00:00,26.1403345,85.3650192,6,8.0,20.0,11.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-11-18 17:00:00,26.1403345,85.3650192,3,29.0,56.0,50.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2025-11-18 17:00:00,26.1209,85.3647,2,10.0,14.0,12.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2025-11-18 17:00:00,26.1209,85.3647,6,4.0,5.0,5.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2025-11-18 17:00:00,25.586562,85.043586,2,47.0,107.0,69.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2025-11-18 17:00:00,25.586562,85.043586,6,6.0,12.0,9.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2025-11-18 17:00:00,25.586562,85.043586,3,8.0,59.0,46.0
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",2025-11-18 17:00:00,25.592539,85.227158,1,4.0,5.0,5.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2025-11-18 17:00:00,25.610369,85.132568,5,4.0,5.0,5.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2025-11-18 17:00:00,25.610369,85.132568,2,4.0,5.0,5.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2025-11-18 17:00:00,26.2271665,84.3570427,4,30.0,110.0,71.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2025-11-18 17:00:00,30.735567,76.775714,6,3.0,33.0,13.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2025-11-18 17:00:00,30.751462,76.762879,5,39.0,193.0,95.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2025-11-18 17:00:00,30.751462,76.762879,1,7.0,13.0,10.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2025-11-18 17:00:00,25.599486,85.113666,0,32.0,113.0,51.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2025-11-18 17:00:00,25.596727,85.085624,4,76.0,177.0,122.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2025-11-18 17:00:00,25.596727,85.085624,6,2.0,3.0,2.0
